asset,start,end
Y,2020-01-28 05:48:00,2020-01-28 06:45:00
X,2020-01-28 06:05:00,2020-01-28 07:01:00
Z,2020-01-28 06:13:00,2020-01-28 07:02:00
Y,2020-01-28 06:56:00,2020-01-28 07:45:00
Y,2020-01-28 08:13:00,2020-01-28 09:09:00
Z,2020-01-28 08:23:00,2020-01-28 09:19:00
X,2020-01-28 09:06:00,2020-01-28 09:55:00
Y,2020-01-28 09:48:00,2020-01-28 10:45:00
Z,2020-01-28 10:25:00,2020-01-28 11:22:00
Y,2020-01-28 10:56:00,2020-01-28 11:52:00
X,2020-01-28 11:04:00,2020-01-28 12:00:00
Z,2020-01-28 12:07:00,2020-01-28 13:04:00
Y,2020-01-28 12:21:00,2020-01-28 13:17:00
X,2020-01-28 12:24:00,2020-01-28 13:13:00
Y,2020-01-28 13:28:00,2020-01-28 14:24:00
X,2020-01-28 13:32:00,2020-01-28 14:28:00
Z,2020-01-28 13:36:00,2020-01-28 14:32:00
Z,2020-01-28 15:00:00,2020-01-28 15:56:00
X,2020-01-28 15:11:00,2020-01-28 16:10:00
Y,2020-01-28 15:32:00,2020-01-28 15:46:00
Z,2020-01-28 16:08:00,2020-01-28 17:20:00
Z,2020-01-28 17:33:00,2020-01-28 18:22:00
X,2020-01-28 17:35:00,2020-01-28 18:25:00
Z,2020-01-28 18:34:00,2020-01-28 19:46:00
X,2020-01-28 18:47:00,2020-01-28 19:46:00
Y,2020-01-28 19:10:00,2020-01-28 20:07:00
Z,2020-01-28 19:52:00,2020-01-28 20:51:00
Y,2020-01-28 21:13:00,2020-01-28 22:10:00
Z,2020-01-28 21:52:00,2020-01-28 22:41:00
Y,2020-01-28 22:44:00,2020-01-28 23:43:00
X,2020-01-28 22:45:00,2020-01-28 23:42:00
X,2020-01-28 23:53:00,2020-01-29 00:52:00
Z,2020-01-28 23:55:00,2020-01-29 00:51:00
X,2020-01-29 01:27:00,2020-01-29 02:26:00
Y,2020-01-29 02:03:00,2020-01-29 03:02:00
X,2020-01-29 02:49:00,2020-01-29 03:45:00
Z,2020-01-29 03:11:00,2020-01-29 04:00:00
X,2020-01-29 04:08:00,2020-01-29 05:07:00
Y,2020-01-29 04:44:00,2020-01-29 05:22:00
Z,2020-01-29 05:10:00,2020-01-29 05:49:00
X,2020-01-29 05:18:00,2020-01-29 06:17:00
Z,2020-01-29 06:00:00,2020-01-29 06:56:00
Y,2020-01-29 06:39:00,2020-01-29 06:53:00
X,2020-01-29 07:09:00,2020-01-29 08:09:00
Y,2020-01-29 07:26:00,2020-01-29 08:22:00
Z,2020-01-29 08:04:00,2020-01-29 09:01:00
X,2020-01-29 08:31:00,2020-01-29 09:28:00
Z,2020-01-29 09:16:00,2020-01-29 10:12:00
Y,2020-01-29 09:48:00,2020-01-29 10:48:00
X,2020-01-29 09:49:00,2020-01-29 10:46:00
Z,2020-01-29 10:27:00,2020-01-29 11:24:00
Y,2020-01-29 11:01:00,2020-01-29 12:00:00
X,2020-01-29 11:01:00,2020-01-29 11:57:00
X,2020-01-29 12:11:00,2020-01-29 13:10:00
Z,2020-01-29 12:30:00,2020-01-29 13:26:00
Y,2020-01-29 12:33:00,2020-01-29 13:29:00
Z,2020-01-29 13:41:00,2020-01-29 13:56:00
Y,2020-01-29 14:11:00,2020-01-29 15:07:00
X,2020-01-29 14:19:00,2020-01-29 15:16:00
Z,2020-01-29 14:46:00,2020-01-29 15:07:00
Z,2020-01-29 15:30:00,2020-01-29 16:27:00
Y,2020-01-29 15:32:00,2020-01-29 16:40:00
X,2020-01-29 15:38:00,2020-01-29 16:37:00
Z,2020-01-29 16:38:00,2020-01-29 17:34:00
X,2020-01-29 16:49:00,2020-01-29 17:48:00
Y,2020-01-29 17:05:00,2020-01-29 18:04:00
Z,2020-01-29 17:45:00,2020-01-29 18:42:00
X,2020-01-29 18:55:00,2020-01-29 19:54:00
Z,2020-01-29 19:29:00,2020-01-29 20:28:00
X,2020-01-29 20:28:00,2020-01-29 21:06:00
Y,2020-01-29 20:55:00,2020-01-29 21:18:00
Z,2020-01-29 21:29:00,2020-01-29 22:28:00
X,2020-01-29 21:42:00,2020-01-29 22:38:00
Y,2020-01-29 22:33:00,2020-01-29 23:29:00
Z,2020-01-29 23:31:00,2020-01-29 23:56:00
Y,2020-01-30 00:17:00,2020-01-30 01:13:00
X,2020-01-30 00:34:00,2020-01-30 01:30:00
Z,2020-01-30 00:50:00,2020-01-30 01:46:00
Y,2020-01-30 01:29:00,2020-01-30 02:25:00
X,2020-01-30 01:44:00,2020-01-30 02:40:00
Z,2020-01-30 02:55:00,2020-01-30 03:54:00
X,2020-01-30 02:58:00,2020-01-30 03:55:00
Y,2020-01-30 03:31:00,2020-01-30 04:30:00
Z,2020-01-30 04:40:00,2020-01-30 05:37:00
Y,2020-01-30 04:41:00,2020-01-30 05:38:00
X,2020-01-30 05:20:00,2020-01-30 06:16:00
X,2020-01-30 06:37:00,2020-01-30 07:34:00
Y,2020-01-30 07:27:00,2020-01-30 08:24:00
Y,2020-01-30 08:35:00,2020-01-30 09:31:00
X,2020-01-30 08:50:00,2020-01-30 09:46:00
Y,2020-01-30 09:42:00,2020-01-30 10:39:00
Y,2020-01-30 10:50:00,2020-01-30 11:04:00
X,2020-01-30 10:55:00,2020-01-30 11:51:00
Y,2020-01-30 11:39:00,2020-01-30 12:35:00
X,2020-01-30 12:13:00,2020-01-30 13:09:00
Y,2020-01-30 13:50:00,2020-01-30 14:46:00
X,2020-01-30 14:21:00,2020-01-30 15:18:00
Z,2020-01-30 14:55:00,2020-01-30 16:25:00
Y,2020-01-30 15:10:00,2020-01-30 16:07:00
X,2020-01-30 15:29:00,2020-01-30 16:08:00
Z,2020-01-30 16:31:00,2020-01-30 17:30:00
X,2020-01-30 16:58:00,2020-01-30 17:57:00
X,2020-01-30 18:17:00,2020-01-30 19:13:00
Y,2020-01-30 18:41:00,2020-01-30 19:30:00
X,2020-01-30 19:32:00,2020-01-30 20:29:00
Z,2020-01-30 19:48:00,2020-01-30 20:37:00
X,2020-01-30 20:54:00,2020-01-30 21:08:00
Y,2020-01-30 21:00:00,2020-01-30 21:56:00
Z,2020-01-30 21:24:00,2020-01-30 22:20:00
X,2020-01-30 21:53:00,2020-01-30 22:17:00
X,2020-01-30 22:34:00,2020-01-30 22:59:00
Z,2020-01-30 22:54:00,2020-01-30 23:51:00
X,2020-01-30 23:34:00,2020-01-31 00:30:00
Z,2020-01-31 00:21:00,2020-01-31 01:17:00
Y,2020-01-31 00:54:00,2020-01-31 01:50:00
X,2020-01-31 01:29:00,2020-01-31 01:50:00
Y,2020-01-31 02:05:00,2020-01-31 03:01:00
X,2020-01-31 02:20:00,2020-01-31 03:16:00
Z,2020-01-31 02:47:00,2020-01-31 03:43:00
X,2020-01-31 04:01:00,2020-01-31 04:49:00
Y,2020-01-31 04:04:00,2020-01-31 05:03:00
X,2020-01-31 05:28:00,2020-01-31 06:24:00
Z,2020-01-31 05:59:00,2020-01-31 06:55:00
Y,2020-01-31 06:22:00,2020-01-31 06:37:00
X,2020-01-31 06:43:00,2020-01-31 07:32:00
Y,2020-01-31 07:46:00,2020-01-31 08:45:00
X,2020-01-31 07:57:00,2020-01-31 08:46:00
Y,2020-01-31 09:01:00,2020-01-31 09:22:00
X,2020-01-31 09:33:00,2020-01-31 09:48:00
X,2020-01-31 10:04:00,2020-01-31 11:00:00
X,2020-01-31 11:43:00,2020-01-31 12:42:00
Y,2020-01-31 13:00:00,2020-01-31 13:59:00
X,2020-01-31 13:10:00,2020-01-31 14:07:00
Z,2020-01-31 13:13:00,2020-01-31 14:09:00
Y,2020-01-31 14:23:00,2020-01-31 14:38:00
X,2020-01-31 14:47:00,2020-01-31 15:37:00
Y,2020-01-31 15:14:00,2020-01-31 15:36:00
Z,2020-01-31 16:03:00,2020-01-31 16:17:00
X,2020-01-31 16:25:00,2020-01-31 17:22:00
Y,2020-01-31 17:12:00,2020-01-31 17:27:00
X,2020-01-31 17:41:00,2020-01-31 18:37:00
Y,2020-01-31 17:58:00,2020-01-31 18:19:00
X,2020-01-31 18:53:00,2020-01-31 19:43:00
Z,2020-01-31 19:15:00,2020-01-31 19:29:00
X,2020-01-31 20:02:00,2020-01-31 20:58:00
Y,2020-01-31 20:43:00,2020-01-31 21:40:00
X,2020-01-31 21:16:00,2020-01-31 22:13:00
X,2020-01-31 23:59:00,2020-02-01 00:49:00
Y,2020-02-01 00:54:00,2020-02-01 01:44:00
Z,2020-02-01 01:59:00,2020-02-01 02:56:00
Y,2020-02-01 02:24:00,2020-02-01 02:39:00
X,2020-02-01 02:24:00,2020-02-01 03:14:00
Y,2020-02-01 03:10:00,2020-02-01 03:34:00
X,2020-02-01 04:08:00,2020-02-01 05:04:00
Y,2020-02-01 04:16:00,2020-02-01 05:13:00
Z,2020-02-01 04:37:00,2020-02-01 05:27:00
Y,2020-02-01 05:30:00,2020-02-01 06:27:00
Z,2020-02-01 06:50:00,2020-02-01 07:49:00
Y,2020-02-01 07:07:00,2020-02-01 07:32:00
X,2020-02-01 07:20:00,2020-02-01 08:09:00
X,2020-02-01 08:25:00,2020-02-01 09:24:00
Y,2020-02-01 08:40:00,2020-02-01 09:29:00
Z,2020-02-01 09:03:00,2020-02-01 10:02:00
Y,2020-02-01 09:48:00,2020-02-01 10:09:00
X,2020-02-01 09:48:00,2020-02-01 10:47:00
Y,2020-02-01 10:55:00,2020-02-01 11:54:00
X,2020-02-01 10:58:00,2020-02-01 12:09:00
Z,2020-02-01 11:46:00,2020-02-01 12:42:00
Y,2020-02-01 12:10:00,2020-02-01 12:35:00
X,2020-02-01 12:13:00,2020-02-01 13:09:00
Y,2020-02-01 12:51:00,2020-02-01 13:06:00
X,2020-02-01 13:47:00,2020-02-01 14:36:00
Z,2020-02-01 13:54:00,2020-02-01 14:53:00
Y,2020-02-01 13:58:00,2020-02-01 14:37:00
X,2020-02-01 14:47:00,2020-02-01 15:46:00
Y,2020-02-01 15:22:00,2020-02-01 16:18:00
Z,2020-02-01 15:30:00,2020-02-01 16:26:00
X,2020-02-01 15:57:00,2020-02-01 16:53:00
Z,2020-02-01 16:51:00,2020-02-01 17:41:00
X,2020-02-01 17:04:00,2020-02-01 17:53:00
Y,2020-02-01 18:14:00,2020-02-01 19:11:00
Z,2020-02-01 19:03:00,2020-02-01 19:59:00
X,2020-02-01 19:28:00,2020-02-01 20:17:00
Z,2020-02-01 20:10:00,2020-02-01 21:09:00
Y,2020-02-01 20:25:00,2020-02-01 21:22:00
X,2020-02-01 20:33:00,2020-02-01 21:32:00
Z,2020-02-01 21:32:00,2020-02-01 22:28:00
Y,2020-02-01 21:37:00,2020-02-01 22:02:00
X,2020-02-01 21:43:00,2020-02-01 22:32:00
X,2020-02-01 22:43:00,2020-02-01 23:40:00
Z,2020-02-02 00:00:00,2020-02-02 00:57:00
X,2020-02-02 00:07:00,2020-02-02 00:56:00
Y,2020-02-02 00:58:00,2020-02-02 01:54:00
Z,2020-02-02 01:08:00,2020-02-02 02:05:00
Y,2020-02-02 02:19:00,2020-02-02 03:15:00
X,2020-02-02 02:29:00,2020-02-02 03:26:00
Z,2020-02-02 02:30:00,2020-02-02 03:43:00
Y,2020-02-02 03:34:00,2020-02-02 04:31:00
X,2020-02-02 03:37:00,2020-02-02 04:26:00
Z,2020-02-02 03:44:00,2020-02-02 04:40:00
X,2020-02-02 04:49:00,2020-02-02 05:46:00
Z,2020-02-02 05:09:00,2020-02-02 05:48:00
Y,2020-02-02 05:41:00,2020-02-02 06:40:00
Z,2020-02-02 06:13:00,2020-02-02 07:12:00
Y,2020-02-02 07:05:00,2020-02-02 08:01:00
X,2020-02-02 07:29:00,2020-02-02 08:25:00
Z,2020-02-02 07:42:00,2020-02-02 08:31:00
Y,2020-02-02 08:39:00,2020-02-02 09:04:00
X,2020-02-02 08:49:00,2020-02-02 09:46:00
Z,2020-02-02 09:01:00,2020-02-02 09:50:00
Y,2020-02-02 09:15:00,2020-02-02 10:11:00
X,2020-02-02 10:18:00,2020-02-02 11:14:00
Z,2020-02-02 10:20:00,2020-02-02 11:09:00
Y,2020-02-02 10:22:00,2020-02-02 11:12:00
Z,2020-02-02 11:20:00,2020-02-02 12:16:00
Y,2020-02-02 11:30:00,2020-02-02 12:09:00
X,2020-02-02 11:31:00,2020-02-02 12:28:00
Z,2020-02-02 12:49:00,2020-02-02 13:46:00
Y,2020-02-02 12:58:00,2020-02-02 13:57:00
X,2020-02-02 13:23:00,2020-02-02 14:20:00
Z,2020-02-02 13:57:00,2020-02-02 14:56:00
Y,2020-02-02 14:15:00,2020-02-02 15:11:00
X,2020-02-02 15:29:00,2020-02-02 16:26:00
Z,2020-02-02 15:39:00,2020-02-02 16:38:00
Y,2020-02-02 16:23:00,2020-02-02 16:48:00
Z,2020-02-02 17:01:00,2020-02-02 17:50:00
Y,2020-02-02 17:33:00,2020-02-02 18:22:00
X,2020-02-02 17:40:00,2020-02-02 18:36:00
Z,2020-02-02 18:01:00,2020-02-02 18:58:00
Y,2020-02-02 18:38:00,2020-02-02 18:59:00
Y,2020-02-02 19:10:00,2020-02-02 19:59:00
Z,2020-02-02 19:40:00,2020-02-02 20:39:00
X,2020-02-02 19:49:00,2020-02-02 20:46:00
Y,2020-02-02 20:25:00,2020-02-02 21:21:00
Z,2020-02-02 21:36:00,2020-02-02 22:35:00
X,2020-02-02 22:08:00,2020-02-02 22:47:00
Y,2020-02-02 22:22:00,2020-02-02 23:18:00
X,2020-02-02 23:04:00,2020-02-03 00:00:00
Z,2020-02-02 23:39:00,2020-02-03 00:28:00
Y,2020-02-02 23:52:00,2020-02-03 00:13:00
Y,2020-02-03 00:25:00,2020-02-03 01:24:00
X,2020-02-03 00:30:00,2020-02-03 01:26:00
Z,2020-02-03 00:52:00,2020-02-03 01:49:00
X,2020-02-03 01:55:00,2020-02-03 02:51:00
Z,2020-02-03 02:25:00,2020-02-03 03:22:00
Y,2020-02-03 02:25:00,2020-02-03 03:14:00
X,2020-02-03 03:20:00,2020-02-03 04:09:00
Z,2020-02-03 04:36:00,2020-02-03 05:14:00
X,2020-02-03 04:46:00,2020-02-03 05:35:00
Z,2020-02-03 06:15:00,2020-02-03 07:14:00
X,2020-02-03 06:23:00,2020-02-03 08:24:00
Y,2020-02-03 06:25:00,2020-02-03 06:49:00
Y,2020-02-03 07:06:00,2020-02-03 07:27:00
Z,2020-02-03 07:40:00,2020-02-03 08:36:00
X,2020-02-03 08:43:00,2020-02-03 09:32:00
Y,2020-02-03 09:15:00,2020-02-03 09:36:00
Z,2020-02-03 09:45:00,2020-02-03 10:44:00
Y,2020-02-03 09:54:00,2020-02-03 11:14:00
X,2020-02-03 10:00:00,2020-02-03 10:56:00
X,2020-02-03 11:10:00,2020-02-03 12:55:00
Z,2020-02-03 11:24:00,2020-02-03 12:21:00
Y,2020-02-03 12:14:00,2020-02-03 13:03:00
X,2020-02-03 13:12:00,2020-02-03 14:08:00
Y,2020-02-03 13:14:00,2020-02-03 14:13:00
Y,2020-02-03 14:40:00,2020-02-03 15:36:00
X,2020-02-03 15:00:00,2020-02-03 15:59:00
Z,2020-02-03 15:05:00,2020-02-03 16:04:00
X,2020-02-03 16:10:00,2020-02-03 17:09:00
Y,2020-02-03 16:29:00,2020-02-03 17:25:00
Z,2020-02-03 17:11:00,2020-02-03 18:00:00
X,2020-02-03 17:20:00,2020-02-03 18:17:00
Y,2020-02-03 18:01:00,2020-02-03 18:57:00
X,2020-02-03 18:48:00,2020-02-03 19:45:00
Z,2020-02-03 20:14:00,2020-02-03 21:13:00
Y,2020-02-03 20:28:00,2020-02-03 21:17:00
X,2020-02-03 20:56:00,2020-02-03 21:10:00
Z,2020-02-03 21:31:00,2020-02-03 22:20:00
X,2020-02-03 22:21:00,2020-02-03 23:20:00
Y,2020-02-03 22:46:00,2020-02-03 23:42:00
Z,2020-02-03 22:56:00,2020-02-03 23:52:00
X,2020-02-03 23:45:00,2020-02-04 00:41:00
Y,2020-02-04 00:04:00,2020-02-04 01:03:00
Z,2020-02-04 00:59:00,2020-02-04 01:56:00
Y,2020-02-04 01:45:00,2020-02-04 02:41:00
Z,2020-02-04 02:08:00,2020-02-04 02:57:00
X,2020-02-04 02:49:00,2020-02-04 03:45:00
Y,2020-02-04 03:34:00,2020-02-04 04:30:00
X,2020-02-04 04:06:00,2020-02-04 04:31:00
Y,2020-02-04 04:46:00,2020-02-04 05:11:00
X,2020-02-04 04:51:00,2020-02-04 05:05:00
X,2020-02-04 05:22:00,2020-02-04 06:18:00
Z,2020-02-04 05:32:00,2020-02-04 06:31:00
Y,2020-02-04 05:39:00,2020-02-04 06:17:00
Z,2020-02-04 06:47:00,2020-02-04 07:43:00
Y,2020-02-04 06:48:00,2020-02-04 07:44:00
Y,2020-02-04 07:55:00,2020-02-04 08:52:00
Z,2020-02-04 08:04:00,2020-02-04 08:53:00
X,2020-02-04 08:51:00,2020-02-04 09:48:00
Z,2020-02-04 09:10:00,2020-02-04 10:09:00
Y,2020-02-04 09:27:00,2020-02-04 10:26:00
Y,2020-02-04 11:01:00,2020-02-04 11:57:00
Z,2020-02-04 11:07:00,2020-02-04 12:04:00
X,2020-02-04 11:19:00,2020-02-04 12:18:00
Y,2020-02-04 12:50:00,2020-02-04 13:49:00
X,2020-02-04 13:09:00,2020-02-04 13:58:00
Z,2020-02-04 13:47:00,2020-02-04 14:43:00
Z,2020-02-04 15:01:00,2020-02-04 16:00:00
Y,2020-02-04 15:01:00,2020-02-04 15:57:00
X,2020-02-04 15:52:00,2020-02-04 16:45:00
X,2020-02-04 16:52:00,2020-02-04 17:49:00
Z,2020-02-04 17:03:00,2020-02-04 17:28:00
Y,2020-02-04 17:12:00,2020-02-04 18:09:00
Z,2020-02-04 17:54:00,2020-02-04 18:50:00
X,2020-02-04 18:29:00,2020-02-04 19:25:00
Y,2020-02-04 18:44:00,2020-02-04 19:43:00
Z,2020-02-04 19:07:00,2020-02-04 20:07:00
Z,2020-02-04 20:44:00,2020-02-04 21:33:00
Y,2020-02-04 21:02:00,2020-02-04 21:58:00
Z,2020-02-04 21:45:00,2020-02-04 22:41:00
X,2020-02-04 21:54:00,2020-02-04 22:51:00
Z,2020-02-04 23:09:00,2020-02-05 00:05:00
Y,2020-02-04 23:51:00,2020-02-05 00:47:00
X,2020-02-05 00:00:00,2020-02-05 00:39:00
Y,2020-02-05 00:58:00,2020-02-05 01:47:00
X,2020-02-05 01:04:00,2020-02-05 02:03:00
Z,2020-02-05 01:40:00,2020-02-05 02:29:00
Y,2020-02-05 02:22:00,2020-02-05 03:19:00
X,2020-02-05 02:29:00,2020-02-05 03:25:00
Z,2020-02-05 02:45:00,2020-02-05 03:34:00
X,2020-02-05 03:51:00,2020-02-05 04:50:00
Y,2020-02-05 03:54:00,2020-02-05 04:53:00
Z,2020-02-05 04:23:00,2020-02-05 05:19:00
Y,2020-02-05 05:04:00,2020-02-05 06:00:00
Z,2020-02-05 05:34:00,2020-02-05 06:24:00
X,2020-02-05 05:43:00,2020-02-05 06:42:00
Y,2020-02-05 06:24:00,2020-02-05 07:20:00
Z,2020-02-05 06:40:00,2020-02-05 07:04:00
X,2020-02-05 06:59:00,2020-02-05 07:55:00
Z,2020-02-05 07:41:00,2020-02-05 08:38:00
Y,2020-02-05 07:44:00,2020-02-05 08:41:00
X,2020-02-05 08:06:00,2020-02-05 09:05:00
Y,2020-02-05 09:15:00,2020-02-05 10:14:00
Z,2020-02-05 09:16:00,2020-02-05 09:41:00
X,2020-02-05 09:33:00,2020-02-05 10:29:00
Z,2020-02-05 10:17:00,2020-02-05 10:32:00
Z,2020-02-05 10:48:00,2020-02-05 11:45:00
Y,2020-02-05 10:56:00,2020-02-05 11:52:00
Z,2020-02-05 12:07:00,2020-02-05 12:56:00
X,2020-02-05 12:17:00,2020-02-05 13:13:00
Y,2020-02-05 12:36:00,2020-02-05 13:36:00
X,2020-02-05 14:04:00,2020-02-05 15:00:00
Y,2020-02-05 14:44:00,2020-02-05 15:40:00
Z,2020-02-05 15:30:00,2020-02-05 16:26:00
X,2020-02-05 16:43:00,2020-02-05 17:39:00
Z,2020-02-05 17:06:00,2020-02-05 17:55:00
Y,2020-02-05 17:09:00,2020-02-05 18:08:00
Z,2020-02-05 18:06:00,2020-02-05 19:32:00
X,2020-02-05 18:08:00,2020-02-05 19:04:00
Y,2020-02-05 18:57:00,2020-02-05 19:56:00
Y,2020-02-05 20:08:00,2020-02-05 21:04:00
X,2020-02-05 20:40:00,2020-02-05 21:36:00
Z,2020-02-05 21:48:00,2020-02-05 22:44:00
X,2020-02-05 21:56:00,2020-02-05 22:17:00
Y,2020-02-05 22:34:00,2020-02-05 23:23:00
X,2020-02-05 22:46:00,2020-02-05 23:42:00
Y,2020-02-05 23:34:00,2020-02-06 00:30:00
Z,2020-02-05 23:43:00,2020-02-06 00:40:00
X,2020-02-05 23:56:00,2020-02-06 00:52:00
Y,2020-02-06 00:54:00,2020-02-06 01:44:00
X,2020-02-06 01:27:00,2020-02-06 02:23:00
X,2020-02-06 02:34:00,2020-02-06 03:30:00
Z,2020-02-06 02:39:00,2020-02-06 03:35:00
Y,2020-02-06 02:40:00,2020-02-06 03:39:00
X,2020-02-06 04:11:00,2020-02-06 05:10:00
Z,2020-02-06 04:12:00,2020-02-06 05:01:00
Y,2020-02-06 04:14:00,2020-02-06 05:13:00
Y,2020-02-06 05:37:00,2020-02-06 06:33:00
Z,2020-02-06 05:44:00,2020-02-06 06:41:00
Y,2020-02-06 06:57:00,2020-02-06 07:53:00
Z,2020-02-06 07:14:00,2020-02-06 08:03:00
X,2020-02-06 07:50:00,2020-02-06 08:46:00
X,2020-02-06 09:01:00,2020-02-06 10:00:00
Y,2020-02-06 09:14:00,2020-02-06 10:04:00
Y,2020-02-06 10:26:00,2020-02-06 11:22:00
Z,2020-02-06 11:21:00,2020-02-06 12:18:00
Y,2020-02-06 11:33:00,2020-02-06 12:30:00
X,2020-02-06 12:38:00,2020-02-06 13:35:00
Y,2020-02-06 12:50:00,2020-02-06 13:47:00
X,2020-02-06 14:01:00,2020-02-06 15:00:00
Y,2020-02-06 14:23:00,2020-02-06 15:23:00
Y,2020-02-06 15:34:00,2020-02-06 16:30:00
X,2020-02-06 15:54:00,2020-02-06 16:51:00
Y,2020-02-06 16:54:00,2020-02-06 17:50:00
Z,2020-02-06 17:10:00,2020-02-06 18:09:00
X,2020-02-06 17:50:00,2020-02-06 18:46:00
Z,2020-02-06 18:28:00,2020-02-06 19:24:00
X,2020-02-06 19:33:00,2020-02-06 20:30:00
Z,2020-02-06 20:09:00,2020-02-06 21:05:00
X,2020-02-06 20:54:00,2020-02-06 21:53:00
Y,2020-02-06 21:52:00,2020-02-06 22:42:00
X,2020-02-06 22:21:00,2020-02-06 23:21:00
Y,2020-02-06 23:02:00,2020-02-06 23:59:00
Z,2020-02-06 23:39:00,2020-02-07 00:38:00
X,2020-02-07 00:00:00,2020-02-07 00:56:00
Y,2020-02-07 00:27:00,2020-02-07 01:23:00
Z,2020-02-07 00:50:00,2020-02-07 01:46:00
Y,2020-02-07 01:34:00,2020-02-07 02:23:00
X,2020-02-07 01:40:00,2020-02-07 02:39:00
Z,2020-02-07 02:46:00,2020-02-07 03:25:00
X,2020-02-07 02:52:00,2020-02-07 03:48:00
Z,2020-02-07 03:58:00,2020-02-07 04:55:00
X,2020-02-07 04:54:00,2020-02-07 06:06:00
Z,2020-02-07 05:06:00,2020-02-07 06:02:00
Y,2020-02-07 05:28:00,2020-02-07 06:18:00
Z,2020-02-07 06:14:00,2020-02-07 07:10:00
X,2020-02-07 06:27:00,2020-02-07 07:26:00
X,2020-02-07 08:05:00,2020-02-07 09:01:00
Z,2020-02-07 08:06:00,2020-02-07 08:55:00
Z,2020-02-07 09:12:00,2020-02-07 10:09:00
Z,2020-02-07 10:47:00,2020-02-07 11:46:00
X,2020-02-07 11:58:00,2020-02-07 12:55:00
Z,2020-02-07 12:00:00,2020-02-07 12:57:00
X,2020-02-07 13:58:00,2020-02-07 14:54:00
Y,2020-02-07 15:01:00,2020-02-07 15:57:00
Z,2020-02-07 15:15:00,2020-02-07 16:04:00
X,2020-02-07 15:19:00,2020-02-07 16:08:00
X,2020-02-07 16:19:00,2020-02-07 17:19:00
Y,2020-02-07 17:06:00,2020-02-07 18:06:00
Z,2020-02-07 17:53:00,2020-02-07 18:43:00
Y,2020-02-07 18:21:00,2020-02-07 19:18:00
Z,2020-02-07 18:54:00,2020-02-07 19:53:00
X,2020-02-07 19:24:00,2020-02-07 20:21:00
Y,2020-02-07 19:29:00,2020-02-07 19:44:00
Z,2020-02-07 20:04:00,2020-02-07 20:19:00
Y,2020-02-07 20:21:00,2020-02-07 21:17:00
Z,2020-02-07 20:35:00,2020-02-07 21:34:00
X,2020-02-07 20:46:00,2020-02-07 21:35:00
Y,2020-02-07 21:38:00,2020-02-07 22:37:00
Z,2020-02-07 21:55:00,2020-02-07 22:52:00
X,2020-02-07 22:58:00,2020-02-07 23:55:00
Y,2020-02-07 22:58:00,2020-02-07 23:54:00
Z,2020-02-07 23:15:00,2020-02-08 00:11:00
Y,2020-02-08 00:22:00,2020-02-08 01:21:00
X,2020-02-08 00:46:00,2020-02-08 01:45:00
Z,2020-02-08 00:57:00,2020-02-08 01:46:00
X,2020-02-08 02:00:00,2020-02-08 02:59:00
Z,2020-02-08 02:09:00,2020-02-08 03:05:00
Y,2020-02-08 02:30:00,2020-02-08 03:30:00
Y,2020-02-08 03:55:00,2020-02-08 04:51:00
Z,2020-02-08 04:00:00,2020-02-08 04:56:00
X,2020-02-08 04:24:00,2020-02-08 04:45:00
Y,2020-02-08 05:03:00,2020-02-08 06:02:00
X,2020-02-08 05:04:00,2020-02-08 05:53:00
Z,2020-02-08 05:07:00,2020-02-08 06:03:00
Z,2020-02-08 06:24:00,2020-02-08 07:20:00
Y,2020-02-08 06:37:00,2020-02-08 07:33:00
X,2020-02-08 07:01:00,2020-02-08 07:58:00
Y,2020-02-08 08:01:00,2020-02-08 08:16:00
X,2020-02-08 08:15:00,2020-02-08 09:11:00
Z,2020-02-08 08:50:00,2020-02-08 09:46:00
Y,2020-02-08 08:50:00,2020-02-08 09:47:00
X,2020-02-08 09:23:00,2020-02-08 10:22:00
Y,2020-02-08 09:57:00,2020-02-08 10:54:00
Z,2020-02-08 11:22:00,2020-02-08 12:21:00
Y,2020-02-08 11:25:00,2020-02-08 12:22:00
X,2020-02-08 11:33:00,2020-02-08 12:22:00
Z,2020-02-08 12:55:00,2020-02-08 13:51:00
X,2020-02-08 13:03:00,2020-02-08 13:28:00
Y,2020-02-08 13:36:00,2020-02-08 14:32:00
Z,2020-02-08 14:05:00,2020-02-08 14:54:00
Y,2020-02-08 14:43:00,2020-02-08 15:40:00
X,2020-02-08 14:50:00,2020-02-08 15:49:00
Z,2020-02-08 15:09:00,2020-02-08 16:09:00
Y,2020-02-08 15:51:00,2020-02-08 16:47:00
X,2020-02-08 17:35:00,2020-02-08 19:25:00
Z,2020-02-08 17:47:00,2020-02-08 18:25:00
Y,2020-02-08 17:59:00,2020-02-08 18:59:00
Z,2020-02-08 19:07:00,2020-02-08 20:03:00
Y,2020-02-08 19:15:00,2020-02-08 20:14:00
X,2020-02-08 19:27:00,2020-02-08 19:48:00
Z,2020-02-08 20:23:00,2020-02-08 21:22:00
Y,2020-02-08 20:32:00,2020-02-08 21:29:00
X,2020-02-08 21:33:00,2020-02-08 21:58:00
Y,2020-02-08 21:41:00,2020-02-08 22:37:00
Z,2020-02-08 22:23:00,2020-02-08 23:20:00
Y,2020-02-08 23:09:00,2020-02-08 23:34:00
X,2020-02-08 23:31:00,2020-02-09 00:30:00
Z,2020-02-09 00:26:00,2020-02-09 01:23:00
