asset,start,end
Z,17/04/2020 12:52,17/04/2020 13:51
Y,17/04/2020 13:13,17/04/2020 14:09
X,17/04/2020 13:57,17/04/2020 14:53
Z,17/04/2020 14:03,17/04/2020 14:59
Y,17/04/2020 14:20,17/04/2020 15:19
X,17/04/2020 15:34,17/04/2020 16:33
Z,17/04/2020 15:43,17/04/2020 16:39
Y,17/04/2020 15:49,17/04/2020 16:45
X,17/04/2020 16:44,17/04/2020 16:59
Y,17/04/2020 17:07,17/04/2020 17:56
Z,17/04/2020 17:23,17/04/2020 18:22
X,17/04/2020 18:23,17/04/2020 19:12
Z,17/04/2020 19:04,17/04/2020 20:03
Y,17/04/2020 19:25,17/04/2020 20:21
Z,17/04/2020 20:14,17/04/2020 21:13
Y,17/04/2020 20:46,17/04/2020 21:35
X,17/04/2020 21:03,17/04/2020 21:52
Z,17/04/2020 21:36,17/04/2020 22:33
X,17/04/2020 22:09,17/04/2020 23:05
Y,17/04/2020 22:26,17/04/2020 23:05
X,17/04/2020 23:16,18/04/2020 1:01
Y,17/04/2020 23:23,17/04/2020 23:48
Y,18/04/2020 0:28,18/04/2020 1:24
Z,18/04/2020 1:02,18/04/2020 1:58
X,18/04/2020 1:11,18/04/2020 2:10
Y,18/04/2020 2:24,18/04/2020 3:20
X,18/04/2020 3:17,18/04/2020 4:14
Z,18/04/2020 3:26,18/04/2020 4:22
X,18/04/2020 4:48,18/04/2020 5:44
Z,18/04/2020 5:17,18/04/2020 6:13
Y,18/04/2020 5:23,18/04/2020 5:45
X,18/04/2020 6:19,18/04/2020 7:18
Z,18/04/2020 6:24,18/04/2020 7:21
Y,18/04/2020 6:43,18/04/2020 7:39
Z,18/04/2020 8:01,18/04/2020 9:00
X,18/04/2020 8:40,18/04/2020 9:01
X,18/04/2020 9:17,18/04/2020 10:14
Z,18/04/2020 9:33,18/04/2020 10:29
Y,18/04/2020 10:04,18/04/2020 11:00
X,18/04/2020 10:53,18/04/2020 11:52
Z,18/04/2020 11:24,18/04/2020 12:13
Y,18/04/2020 11:26,18/04/2020 12:15
X,18/04/2020 12:16,18/04/2020 13:13
Y,18/04/2020 12:32,18/04/2020 13:21
Z,18/04/2020 13:16,18/04/2020 14:15
X,18/04/2020 13:39,18/04/2020 14:17
Y,18/04/2020 14:04,18/04/2020 14:29
X,18/04/2020 14:40,18/04/2020 14:55
Z,18/04/2020 14:45,18/04/2020 15:42
X,18/04/2020 15:14,18/04/2020 16:13
Y,18/04/2020 15:26,18/04/2020 16:04
Y,18/04/2020 16:40,18/04/2020 17:05
Z,18/04/2020 17:00,18/04/2020 17:56
Y,18/04/2020 17:31,18/04/2020 18:31
X,18/04/2020 17:39,18/04/2020 18:36
Z,18/04/2020 18:07,18/04/2020 19:03
X,18/04/2020 18:49,18/04/2020 19:38
Y,18/04/2020 18:57,18/04/2020 19:56
Z,18/04/2020 19:30,18/04/2020 20:27
X,18/04/2020 19:55,18/04/2020 20:54
Y,18/04/2020 21:03,18/04/2020 21:59
X,18/04/2020 21:08,18/04/2020 21:46
Z,18/04/2020 21:42,18/04/2020 22:39
Y,18/04/2020 22:19,18/04/2020 23:15
X,18/04/2020 22:44,18/04/2020 23:40
Y,18/04/2020 23:28,19/04/2020 0:24
X,18/04/2020 23:58,19/04/2020 0:55
Y,19/04/2020 0:46,19/04/2020 1:35
Z,19/04/2020 0:58,19/04/2020 1:55
X,19/04/2020 1:15,19/04/2020 2:11
X,19/04/2020 2:51,19/04/2020 3:47
Z,19/04/2020 3:32,19/04/2020 4:32
Y,19/04/2020 3:35,19/04/2020 4:34
X,19/04/2020 4:23,19/04/2020 4:48
Y,19/04/2020 4:45,19/04/2020 5:42
Z,19/04/2020 4:46,19/04/2020 5:43
Z,19/04/2020 5:59,19/04/2020 6:55
Y,19/04/2020 6:34,19/04/2020 7:24
X,19/04/2020 6:51,19/04/2020 7:50
Z,19/04/2020 7:19,19/04/2020 8:16
Y,19/04/2020 7:53,19/04/2020 8:50
X,19/04/2020 8:01,19/04/2020 8:50
X,19/04/2020 9:08,19/04/2020 10:04
Y,19/04/2020 9:33,19/04/2020 9:58
Z,19/04/2020 9:37,19/04/2020 10:33
Y,19/04/2020 10:13,19/04/2020 11:10
X,19/04/2020 10:16,19/04/2020 11:12
Z,19/04/2020 11:32,19/04/2020 12:29
X,19/04/2020 12:02,19/04/2020 12:52
Z,19/04/2020 12:40,19/04/2020 13:36
Y,19/04/2020 13:00,19/04/2020 13:57
X,19/04/2020 13:09,19/04/2020 14:06
Z,19/04/2020 14:01,19/04/2020 14:58
X,19/04/2020 14:21,19/04/2020 14:46
Y,19/04/2020 14:50,19/04/2020 15:46
X,19/04/2020 15:06,19/04/2020 16:02
Z,19/04/2020 15:53,19/04/2020 16:42
X,19/04/2020 16:20,19/04/2020 17:16
Y,19/04/2020 16:50,19/04/2020 17:11
Z,19/04/2020 17:23,19/04/2020 18:22
X,19/04/2020 17:42,19/04/2020 18:38
Y,19/04/2020 18:22,19/04/2020 19:18
X,19/04/2020 19:23,19/04/2020 20:22
Y,19/04/2020 19:29,19/04/2020 20:25
Z,19/04/2020 20:09,19/04/2020 21:05
X,19/04/2020 20:40,19/04/2020 21:37
X,19/04/2020 22:00,19/04/2020 23:22
Z,19/04/2020 22:43,19/04/2020 23:42
X,19/04/2020 23:33,20/04/2020 0:30
Z,20/04/2020 0:02,20/04/2020 0:58
Y,20/04/2020 0:21,20/04/2020 1:20
X,20/04/2020 0:58,20/04/2020 1:47
Z,20/04/2020 1:40,20/04/2020 2:30
X,20/04/2020 2:11,20/04/2020 2:32
Z,20/04/2020 4:06,20/04/2020 5:03
Y,20/04/2020 5:15,20/04/2020 6:04
Z,20/04/2020 5:19,20/04/2020 6:18
X,20/04/2020 6:13,20/04/2020 6:38
Y,20/04/2020 6:50,20/04/2020 7:49
Z,20/04/2020 7:22,20/04/2020 8:11
X,20/04/2020 7:36,20/04/2020 8:33
Z,20/04/2020 8:27,20/04/2020 8:52
X,20/04/2020 8:44,20/04/2020 8:59
Y,20/04/2020 9:39,20/04/2020 10:28
X,20/04/2020 9:43,20/04/2020 10:39
Z,20/04/2020 10:37,20/04/2020 11:34
Y,20/04/2020 10:55,20/04/2020 11:34
X,20/04/2020 11:23,20/04/2020 11:38
Z,20/04/2020 11:49,20/04/2020 12:11
X,20/04/2020 12:15,20/04/2020 13:12
Z,20/04/2020 12:30,20/04/2020 13:26
Z,20/04/2020 13:37,20/04/2020 14:36
Y,20/04/2020 13:38,20/04/2020 14:34
X,20/04/2020 13:51,20/04/2020 14:50
Y,20/04/2020 15:07,20/04/2020 16:04
Z,20/04/2020 15:23,20/04/2020 15:48
X,20/04/2020 15:59,20/04/2020 16:49
Z,20/04/2020 16:07,20/04/2020 17:06
Y,20/04/2020 16:18,20/04/2020 17:07
X,20/04/2020 17:18,20/04/2020 18:07
Z,20/04/2020 17:19,20/04/2020 18:18
Y,20/04/2020 17:49,20/04/2020 18:46
X,20/04/2020 18:43,20/04/2020 19:32
Y,20/04/2020 18:57,20/04/2020 19:54
Z,20/04/2020 19:38,20/04/2020 20:34
X,20/04/2020 20:13,20/04/2020 20:34
Y,20/04/2020 20:40,20/04/2020 21:37
X,20/04/2020 21:01,20/04/2020 22:00
Z,20/04/2020 22:42,20/04/2020 23:41
Y,20/04/2020 22:59,20/04/2020 23:56
X,21/04/2020 0:13,21/04/2020 1:12
Y,21/04/2020 0:29,21/04/2020 1:26
Z,21/04/2020 1:16,21/04/2020 2:16
Y,21/04/2020 1:50,21/04/2020 2:29
X,21/04/2020 1:59,21/04/2020 2:55
X,21/04/2020 3:06,21/04/2020 4:03
Y,21/04/2020 3:33,21/04/2020 4:30
Z,21/04/2020 3:39,21/04/2020 4:38
X,21/04/2020 4:18,21/04/2020 5:14
Y,21/04/2020 4:45,21/04/2020 5:41
Z,21/04/2020 5:17,21/04/2020 6:16
X,21/04/2020 5:51,21/04/2020 6:50
Y,21/04/2020 6:09,21/04/2020 7:08
X,21/04/2020 7:21,21/04/2020 8:17
Z,21/04/2020 7:22,21/04/2020 8:27
Y,21/04/2020 7:29,21/04/2020 8:25
Z,21/04/2020 9:51,21/04/2020 10:48
X,21/04/2020 9:52,21/04/2020 10:48
Y,21/04/2020 10:39,21/04/2020 11:38
X,21/04/2020 11:18,21/04/2020 12:17
Y,21/04/2020 11:55,21/04/2020 12:51
X,21/04/2020 12:46,21/04/2020 13:42
Y,21/04/2020 13:28,21/04/2020 13:50
X,21/04/2020 14:38,21/04/2020 15:03
X,21/04/2020 15:22,21/04/2020 16:19
Y,21/04/2020 15:25,21/04/2020 16:21
Y,21/04/2020 16:39,21/04/2020 17:36
Y,21/04/2020 17:47,21/04/2020 18:43
X,21/04/2020 17:52,21/04/2020 18:48
Y,21/04/2020 19:18,21/04/2020 20:15
X,21/04/2020 19:34,21/04/2020 20:33
Z,21/04/2020 20:55,21/04/2020 21:51
X,21/04/2020 20:59,21/04/2020 21:55
Y,21/04/2020 21:51,21/04/2020 22:47
Z,21/04/2020 22:19,21/04/2020 22:57
X,21/04/2020 23:26,22/04/2020 0:25
Y,22/04/2020 0:10,22/04/2020 1:06
X,22/04/2020 0:48,22/04/2020 1:09
Y,22/04/2020 1:17,22/04/2020 2:16
X,22/04/2020 1:28,22/04/2020 2:18
X,22/04/2020 2:41,22/04/2020 3:02
Y,22/04/2020 2:50,22/04/2020 4:07
X,22/04/2020 3:21,22/04/2020 4:11
Z,22/04/2020 3:55,22/04/2020 4:51
Y,22/04/2020 4:14,22/04/2020 5:13
X,22/04/2020 4:22,22/04/2020 5:21
Y,22/04/2020 5:32,22/04/2020 6:29
X,22/04/2020 6:42,22/04/2020 7:38
Z,22/04/2020 6:43,22/04/2020 7:42
X,22/04/2020 7:49,22/04/2020 8:39
Y,22/04/2020 8:44,22/04/2020 9:08
Z,22/04/2020 8:56,22/04/2020 9:52
Y,22/04/2020 9:20,22/04/2020 10:16
X,22/04/2020 10:17,22/04/2020 10:55
Y,22/04/2020 11:05,22/04/2020 11:35
X,22/04/2020 11:24,22/04/2020 12:20
Y,22/04/2020 11:49,22/04/2020 12:46
Z,22/04/2020 12:51,22/04/2020 13:48
Y,22/04/2020 13:05,22/04/2020 14:04
X,22/04/2020 13:32,22/04/2020 14:31
Z,22/04/2020 14:09,22/04/2020 14:58
X,22/04/2020 15:00,22/04/2020 15:59
Y,22/04/2020 15:04,22/04/2020 15:53
Y,22/04/2020 16:04,22/04/2020 17:01
Y,22/04/2020 17:12,22/04/2020 18:09
Z,22/04/2020 17:19,22/04/2020 18:15
X,22/04/2020 17:20,22/04/2020 18:09
X,22/04/2020 18:46,22/04/2020 19:42
Y,22/04/2020 19:14,22/04/2020 20:11
X,22/04/2020 20:42,22/04/2020 21:41
Z,22/04/2020 21:13,22/04/2020 22:10
Y,22/04/2020 21:33,22/04/2020 22:22
X,22/04/2020 22:44,22/04/2020 23:40
Y,22/04/2020 22:54,22/04/2020 23:51
Y,23/04/2020 0:10,23/04/2020 1:06
X,23/04/2020 0:16,23/04/2020 1:15
Z,23/04/2020 1:02,23/04/2020 1:59
Y,23/04/2020 1:42,23/04/2020 2:38
X,23/04/2020 3:12,23/04/2020 4:01
Y,23/04/2020 3:14,23/04/2020 4:04
X,23/04/2020 5:33,23/04/2020 6:23
Z,23/04/2020 6:29,23/04/2020 7:18
X,23/04/2020 6:51,23/04/2020 7:47
Y,23/04/2020 7:11,23/04/2020 8:10
X,23/04/2020 8:03,23/04/2020 9:02
Z,23/04/2020 8:21,23/04/2020 8:36
X,23/04/2020 9:29,23/04/2020 10:25
Z,23/04/2020 9:41,23/04/2020 10:30
Y,23/04/2020 10:47,23/04/2020 11:36
Z,23/04/2020 11:16,23/04/2020 12:12
X,23/04/2020 12:00,23/04/2020 12:56
X,23/04/2020 13:13,23/04/2020 14:10
Z,23/04/2020 13:20,23/04/2020 14:16
Y,23/04/2020 13:58,23/04/2020 14:47
Y,23/04/2020 15:03,23/04/2020 15:59
X,23/04/2020 15:04,23/04/2020 16:00
Z,23/04/2020 16:21,23/04/2020 17:17
X,23/04/2020 16:29,23/04/2020 17:28
Y,23/04/2020 16:32,23/04/2020 17:31
Z,23/04/2020 17:28,23/04/2020 18:24
X,23/04/2020 17:50,23/04/2020 18:15
Y,23/04/2020 18:04,23/04/2020 18:53
X,23/04/2020 18:53,23/04/2020 19:52
Y,23/04/2020 19:23,23/04/2020 20:23
X,23/04/2020 20:04,23/04/2020 21:00
Z,23/04/2020 20:15,23/04/2020 21:05
Y,23/04/2020 20:53,23/04/2020 21:52
X,23/04/2020 21:11,23/04/2020 22:11
Z,23/04/2020 21:16,23/04/2020 22:12
Y,23/04/2020 22:23,23/04/2020 23:19
X,23/04/2020 22:28,23/04/2020 23:18
Z,23/04/2020 23:10,24/04/2020 0:09
X,24/04/2020 0:00,24/04/2020 0:49
Y,24/04/2020 0:51,24/04/2020 1:40
X,24/04/2020 1:00,24/04/2020 1:56
Y,24/04/2020 2:32,24/04/2020 3:22
Z,24/04/2020 2:50,24/04/2020 3:49
X,24/04/2020 3:08,24/04/2020 3:57
Y,24/04/2020 3:33,24/04/2020 4:22
X,24/04/2020 4:11,24/04/2020 5:07
Y,24/04/2020 4:38,24/04/2020 4:59
Z,24/04/2020 5:00,24/04/2020 5:56
Y,24/04/2020 5:23,24/04/2020 6:19
X,24/04/2020 6:00,24/04/2020 6:49
X,24/04/2020 7:00,24/04/2020 7:59
Y,24/04/2020 7:01,24/04/2020 7:58
X,24/04/2020 8:14,24/04/2020 9:11
Y,24/04/2020 8:21,24/04/2020 9:17
Z,24/04/2020 9:03,24/04/2020 9:17
X,24/04/2020 9:31,24/04/2020 10:30
Y,24/04/2020 9:45,24/04/2020 10:42
X,24/04/2020 10:43,24/04/2020 11:39
Y,24/04/2020 10:57,24/04/2020 11:54
Y,24/04/2020 12:21,24/04/2020 13:17
X,24/04/2020 13:08,24/04/2020 14:05
Y,24/04/2020 13:41,24/04/2020 14:30
Z,24/04/2020 14:16,24/04/2020 15:15
X,24/04/2020 15:05,24/04/2020 16:01
Y,24/04/2020 15:21,24/04/2020 16:17
X,24/04/2020 16:26,24/04/2020 17:04
Y,24/04/2020 16:48,24/04/2020 17:45
X,24/04/2020 17:28,24/04/2020 18:25
Z,24/04/2020 18:01,24/04/2020 18:16
X,24/04/2020 19:03,24/04/2020 19:51
Y,24/04/2020 19:08,24/04/2020 19:23
Y,24/04/2020 19:39,24/04/2020 20:38
X,24/04/2020 20:03,24/04/2020 21:02
Y,24/04/2020 21:09,24/04/2020 21:59
X,24/04/2020 21:50,24/04/2020 22:46
Y,24/04/2020 22:10,24/04/2020 22:59
Y,24/04/2020 23:14,25/04/2020 0:10
X,24/04/2020 23:43,25/04/2020 0:32
Z,25/04/2020 0:18,25/04/2020 1:17
Y,25/04/2020 0:21,25/04/2020 1:18
X,25/04/2020 1:18,25/04/2020 2:14
Y,25/04/2020 1:33,25/04/2020 1:48
Y,25/04/2020 2:27,25/04/2020 3:26
X,25/04/2020 3:08,25/04/2020 4:07
Z,25/04/2020 3:24,25/04/2020 4:43
Y,25/04/2020 3:53,25/04/2020 4:49
X,25/04/2020 5:23,25/04/2020 6:12
Y,25/04/2020 5:56,25/04/2020 6:53
Z,25/04/2020 7:14,25/04/2020 7:29
Y,25/04/2020 7:23,25/04/2020 8:22
X,25/04/2020 7:48,25/04/2020 8:44
Y,25/04/2020 8:37,25/04/2020 9:34
X,25/04/2020 9:35,25/04/2020 10:34
X,25/04/2020 10:57,25/04/2020 11:53
Y,25/04/2020 11:35,25/04/2020 12:14
X,25/04/2020 12:17,25/04/2020 13:06
Y,25/04/2020 12:39,25/04/2020 13:35
Z,25/04/2020 13:22,25/04/2020 14:21
X,25/04/2020 13:30,25/04/2020 14:29
X,25/04/2020 14:40,25/04/2020 15:39
Y,25/04/2020 15:14,25/04/2020 16:04
X,25/04/2020 15:51,25/04/2020 16:40
Y,25/04/2020 16:21,25/04/2020 17:17
X,25/04/2020 18:11,25/04/2020 19:08
Y,25/04/2020 18:22,25/04/2020 19:18
X,25/04/2020 19:24,25/04/2020 20:20
Y,25/04/2020 19:52,25/04/2020 20:51
Z,25/04/2020 20:11,25/04/2020 21:07
Y,25/04/2020 21:02,25/04/2020 21:59
X,25/04/2020 21:15,25/04/2020 22:12
Y,25/04/2020 22:23,25/04/2020 23:19
X,25/04/2020 22:23,25/04/2020 23:19
Y,25/04/2020 23:30,26/04/2020 0:27
X,26/04/2020 0:07,26/04/2020 1:03
Y,26/04/2020 0:51,26/04/2020 1:29
Z,26/04/2020 0:53,26/04/2020 1:49
X,26/04/2020 1:29,26/04/2020 2:26
Y,26/04/2020 2:10,26/04/2020 3:00
X,26/04/2020 2:59,26/04/2020 3:56
Y,26/04/2020 3:11,26/04/2020 4:07
Z,26/04/2020 4:23,26/04/2020 4:38
X,26/04/2020 4:33,26/04/2020 5:29
Y,26/04/2020 4:35,26/04/2020 4:57
X,26/04/2020 5:45,26/04/2020 6:41
Z,26/04/2020 5:56,26/04/2020 6:45
Z,26/04/2020 6:57,26/04/2020 7:12
X,26/04/2020 7:43,26/04/2020 8:32
Y,26/04/2020 9:02,26/04/2020 9:51
X,26/04/2020 9:14,26/04/2020 10:10
Z,26/04/2020 10:02,26/04/2020 10:58
Y,26/04/2020 10:28,26/04/2020 11:24
X,26/04/2020 10:49,26/04/2020 11:38
X,26/04/2020 12:51,26/04/2020 13:50
Z,26/04/2020 13:34,26/04/2020 14:30
Y,26/04/2020 13:56,26/04/2020 14:45
X,26/04/2020 14:12,26/04/2020 15:09
Z,26/04/2020 14:42,26/04/2020 14:56
X,26/04/2020 15:32,26/04/2020 16:21
Y,26/04/2020 15:56,26/04/2020 16:55
X,26/04/2020 17:04,26/04/2020 18:03
Y,26/04/2020 17:46,26/04/2020 18:42
Z,26/04/2020 17:53,26/04/2020 18:49
X,26/04/2020 18:33,26/04/2020 19:29
Z,26/04/2020 19:01,26/04/2020 19:57
Y,26/04/2020 19:05,26/04/2020 20:07
X,26/04/2020 20:11,26/04/2020 20:33
X,26/04/2020 20:50,26/04/2020 21:38
Z,26/04/2020 20:58,26/04/2020 21:54
Y,26/04/2020 21:56,26/04/2020 22:52
Z,26/04/2020 22:31,26/04/2020 23:28
X,26/04/2020 22:37,26/04/2020 23:27
Z,26/04/2020 23:42,26/04/2020 23:57
X,26/04/2020 23:43,27/04/2020 0:39
Z,27/04/2020 0:15,27/04/2020 1:04
X,27/04/2020 0:55,27/04/2020 1:44
Y,27/04/2020 2:02,27/04/2020 2:58
X,27/04/2020 2:06,27/04/2020 2:45
X,27/04/2020 3:08,27/04/2020 4:07
Y,27/04/2020 3:09,27/04/2020 4:05
Y,27/04/2020 4:26,27/04/2020 5:56
X,27/04/2020 4:39,27/04/2020 5:35
Z,27/04/2020 4:55,27/04/2020 5:51
X,27/04/2020 5:50,27/04/2020 6:46
Y,27/04/2020 5:57,27/04/2020 6:56
Z,27/04/2020 6:06,27/04/2020 6:56
X,27/04/2020 6:58,27/04/2020 8:08
Y,27/04/2020 7:20,27/04/2020 8:19
Z,27/04/2020 8:03,27/04/2020 8:59
Y,27/04/2020 8:33,27/04/2020 9:29
X,27/04/2020 8:54,27/04/2020 9:50
Y,27/04/2020 9:49,27/04/2020 10:48
Z,27/04/2020 10:31,27/04/2020 11:30
Y,27/04/2020 11:07,27/04/2020 12:03
Z,27/04/2020 11:57,27/04/2020 12:12
X,27/04/2020 12:07,27/04/2020 13:19
Z,27/04/2020 12:48,27/04/2020 13:44
X,27/04/2020 13:25,27/04/2020 14:28
Y,27/04/2020 13:52,27/04/2020 14:51
Z,27/04/2020 13:59,27/04/2020 14:48
X,27/04/2020 14:39,27/04/2020 15:28
Z,27/04/2020 15:12,27/04/2020 16:01
Y,27/04/2020 16:30,27/04/2020 17:45
X,27/04/2020 16:46,27/04/2020 17:43
Z,27/04/2020 16:56,27/04/2020 17:52
X,27/04/2020 17:54,27/04/2020 18:50
Y,27/04/2020 17:57,27/04/2020 18:49
Z,27/04/2020 18:03,27/04/2020 18:52
Y,27/04/2020 19:05,27/04/2020 20:01
Z,27/04/2020 19:22,27/04/2020 20:21
Z,27/04/2020 20:32,27/04/2020 21:29
Y,27/04/2020 20:56,27/04/2020 21:53
X,27/04/2020 21:51,27/04/2020 22:47
Z,27/04/2020 21:52,27/04/2020 22:51
Y,27/04/2020 22:12,27/04/2020 23:08
X,27/04/2020 23:01,27/04/2020 23:50
Z,27/04/2020 23:05,27/04/2020 23:54
Y,27/04/2020 23:44,28/04/2020 0:43
X,28/04/2020 0:01,28/04/2020 0:57
Z,28/04/2020 0:33,28/04/2020 1:32
X,28/04/2020 1:09,28/04/2020 2:06
Y,28/04/2020 1:37,28/04/2020 2:33
Z,28/04/2020 1:47,28/04/2020 2:37
X,28/04/2020 2:20,28/04/2020 3:09
Y,28/04/2020 2:52,28/04/2020 3:48
X,28/04/2020 3:36,28/04/2020 4:14
Y,28/04/2020 3:59,28/04/2020 4:50
Z,28/04/2020 4:43,28/04/2020 5:40
Y,28/04/2020 5:07,28/04/2020 6:03
X,28/04/2020 5:31,28/04/2020 6:30
Z,28/04/2020 6:28,28/04/2020 7:28
X,28/04/2020 6:41,28/04/2020 7:37
Y,28/04/2020 7:13,28/04/2020 8:09
Z,28/04/2020 7:49,28/04/2020 8:46
Y,28/04/2020 8:26,28/04/2020 9:25
X,28/04/2020 8:39,28/04/2020 9:38
Z,28/04/2020 9:13,28/04/2020 10:09
Y,28/04/2020 10:03,28/04/2020 10:59
Z,28/04/2020 10:31,28/04/2020 11:27
X,28/04/2020 10:39,28/04/2020 11:28
Z,28/04/2020 11:56,28/04/2020 12:11
Y,28/04/2020 11:57,28/04/2020 12:54
Z,28/04/2020 13:10,28/04/2020 13:49
Z,28/04/2020 15:08,28/04/2020 16:04
X,28/04/2020 15:15,28/04/2020 16:14
Y,28/04/2020 16:19,28/04/2020 17:15
Z,28/04/2020 16:23,28/04/2020 17:20
X,28/04/2020 16:45,28/04/2020 17:34
Z,28/04/2020 17:31,28/04/2020 18:28
X,28/04/2020 17:59,28/04/2020 18:48
Y,28/04/2020 18:10,28/04/2020 18:35
Z,28/04/2020 18:40,28/04/2020 19:39
Z,28/04/2020 19:50,28/04/2020 20:46
Y,28/04/2020 20:30,28/04/2020 21:09
X,28/04/2020 20:40,28/04/2020 21:29
Z,28/04/2020 21:37,28/04/2020 22:33
X,28/04/2020 21:46,28/04/2020 22:42
Y,28/04/2020 22:04,28/04/2020 22:25
Z,28/04/2020 22:45,28/04/2020 23:44
Y,28/04/2020 23:16,29/04/2020 0:12
X,28/04/2020 23:23,29/04/2020 0:19
Y,29/04/2020 0:23,29/04/2020 1:13
Z,29/04/2020 0:44,29/04/2020 1:41
X,29/04/2020 0:50,29/04/2020 1:46
Y,29/04/2020 1:36,29/04/2020 2:32
Z,29/04/2020 2:06,29/04/2020 3:02
X,29/04/2020 2:16,29/04/2020 3:12
Y,29/04/2020 2:44,29/04/2020 3:33
Y,29/04/2020 3:51,29/04/2020 4:48
Z,29/04/2020 4:31,29/04/2020 5:20
X,29/04/2020 4:59,29/04/2020 5:55
Y,29/04/2020 5:10,29/04/2020 5:31
Z,29/04/2020 5:31,29/04/2020 6:27
Y,29/04/2020 5:42,29/04/2020 6:32
Y,29/04/2020 6:48,29/04/2020 7:12
X,29/04/2020 7:24,29/04/2020 8:13
Y,29/04/2020 7:57,29/04/2020 8:54
Z,29/04/2020 8:29,29/04/2020 8:44
X,29/04/2020 9:21,29/04/2020 9:36
Y,29/04/2020 9:35,29/04/2020 10:34
Z,29/04/2020 10:55,29/04/2020 11:54
X,29/04/2020 11:08,29/04/2020 12:07
Z,29/04/2020 12:24,29/04/2020 13:23
X,29/04/2020 12:38,29/04/2020 13:16
X,29/04/2020 14:02,29/04/2020 14:58
Y,29/04/2020 14:04,29/04/2020 15:01
Z,29/04/2020 14:27,29/04/2020 15:23
Z,29/04/2020 17:02,29/04/2020 17:58
X,29/04/2020 17:22,29/04/2020 18:21
Z,29/04/2020 18:21,29/04/2020 18:35
X,29/04/2020 19:31,29/04/2020 20:20
Y,29/04/2020 20:24,29/04/2020 21:13
Z,29/04/2020 20:28,29/04/2020 21:24
X,29/04/2020 21:38,29/04/2020 22:16
Z,29/04/2020 22:15,29/04/2020 23:11
Y,29/04/2020 22:52,29/04/2020 23:41
X,29/04/2020 23:26,30/04/2020 0:22
Z,29/04/2020 23:46,30/04/2020 0:46
Y,29/04/2020 23:58,30/04/2020 0:55
Y,30/04/2020 1:12,30/04/2020 2:08
X,30/04/2020 1:13,30/04/2020 2:13
Z,30/04/2020 1:18,30/04/2020 2:16
Y,30/04/2020 2:23,30/04/2020 3:22
X,30/04/2020 3:57,30/04/2020 4:56
Y,30/04/2020 4:03,30/04/2020 4:53
Z,30/04/2020 4:23,30/04/2020 5:22
Y,30/04/2020 5:44,30/04/2020 5:59
X,30/04/2020 6:47,30/04/2020 7:44
Y,30/04/2020 7:26,30/04/2020 8:15
X,30/04/2020 9:29,30/04/2020 10:25
Y,30/04/2020 9:49,30/04/2020 10:48
Y,30/04/2020 11:24,30/04/2020 12:21
Y,30/04/2020 12:44,30/04/2020 13:33
X,30/04/2020 12:51,30/04/2020 13:47
X,30/04/2020 14:14,30/04/2020 15:03
X,30/04/2020 15:32,30/04/2020 16:21
Y,30/04/2020 15:53,30/04/2020 16:43
X,30/04/2020 16:32,30/04/2020 17:21
Y,30/04/2020 16:59,30/04/2020 17:48
X,30/04/2020 17:49,30/04/2020 18:39
Y,30/04/2020 18:18,30/04/2020 19:15
X,30/04/2020 19:57,30/04/2020 20:54
Y,30/04/2020 20:03,30/04/2020 20:52
Y,30/04/2020 21:03,30/04/2020 22:00
X,30/04/2020 21:10,30/04/2020 21:59
Y,30/04/2020 22:23,30/04/2020 23:12
X,1/05/2020 0:25,1/05/2020 1:22
Y,1/05/2020 0:25,1/05/2020 1:14
Y,1/05/2020 1:29,1/05/2020 2:29
Y,1/05/2020 2:56,1/05/2020 3:56
Y,1/05/2020 4:33,1/05/2020 5:29
X,1/05/2020 4:42,1/05/2020 5:31
Y,1/05/2020 5:40,1/05/2020 6:19
X,1/05/2020 6:33,1/05/2020 7:12
Y,1/05/2020 6:34,1/05/2020 7:30
X,1/05/2020 7:23,1/05/2020 8:12
Y,1/05/2020 7:44,1/05/2020 8:33
X,1/05/2020 8:48,1/05/2020 9:47
Y,1/05/2020 9:06,1/05/2020 10:05
X,1/05/2020 9:58,1/05/2020 10:55
Y,1/05/2020 10:16,1/05/2020 11:15
X,1/05/2020 11:11,1/05/2020 12:00
X,1/05/2020 12:19,1/05/2020 13:15
Y,1/05/2020 12:26,1/05/2020 13:22
Y,1/05/2020 13:33,1/05/2020 14:30
X,1/05/2020 14:34,1/05/2020 15:23
X,1/05/2020 16:13,1/05/2020 17:09
Y,1/05/2020 16:45,1/05/2020 17:41
X,1/05/2020 17:33,1/05/2020 18:30
Y,1/05/2020 18:28,1/05/2020 19:25
X,1/05/2020 19:06,1/05/2020 19:54
X,1/05/2020 20:14,1/05/2020 21:10
Y,1/05/2020 20:15,1/05/2020 20:40
Y,1/05/2020 20:59,1/05/2020 21:58
X,1/05/2020 21:27,1/05/2020 22:06
X,1/05/2020 22:23,1/05/2020 23:19
Y,1/05/2020 23:09,2/05/2020 0:06
X,1/05/2020 23:47,2/05/2020 0:44
Y,2/05/2020 0:21,2/05/2020 0:46
Y,2/05/2020 1:00,2/05/2020 1:59
X,2/05/2020 2:11,2/05/2020 3:00
Y,2/05/2020 2:47,2/05/2020 3:08
X,2/05/2020 3:20,2/05/2020 3:34
Y,2/05/2020 3:50,2/05/2020 4:49
X,2/05/2020 4:19,2/05/2020 5:15
