check_in,check_out,adults,children,reserved_room_type,assigned_room_type
2016-07-28 14:24:00,2016-08-03 08:26:00,2,0,A,A
2016-07-28 17:33:00,2016-08-08 06:17:00,2,0,E,E
2016-07-28 16:40:00,2016-08-08 08:54:00,2,0,E,E
2016-07-28 14:47:00,2016-08-10 06:47:00,2,1,E,E
2016-07-29 14:49:00,2016-08-01 08:25:00,2,0,A,A
2016-07-30 14:27:00,2016-08-06 08:43:00,3,0,C,C
2016-08-01 16:21:00,2016-08-05 09:42:00,2,2,G,G
2016-08-01 14:57:00,2016-08-05 08:52:00,2,2,G,G
2016-08-01 14:35:00,2016-08-08 09:12:00,2,0,A,A
2016-08-01 14:49:00,2016-08-08 09:55:00,2,0,D,D
2016-08-01 14:13:00,2016-08-08 09:26:00,2,0,D,D
2016-08-01 15:00:00,2016-08-08 06:58:00,2,0,E,E
2016-08-01 17:15:00,2016-08-08 08:18:00,3,0,A,A
2016-08-02 14:38:00,2016-08-07 09:14:00,2,0,A,A
2016-08-08 14:36:00,2016-08-12 07:45:00,3,0,A,A
2016-08-08 16:09:00,2016-08-13 08:34:00,2,1,G,G
2016-08-08 14:07:00,2016-08-18 08:54:00,2,0,A,A
2016-08-08 16:15:00,2016-08-18 09:33:00,2,0,A,A
2016-08-09 15:01:00,2016-08-16 08:54:00,2,1,E,F
2016-08-10 14:15:00,2016-08-15 09:00:00,2,0,E,E
2016-08-10 15:11:00,2016-08-17 08:09:00,2,0,D,D
2016-08-12 17:47:00,2016-08-13 08:55:00,2,2,G,G
2016-08-15 18:21:00,2016-08-18 08:29:00,2,0,A,A
2016-08-15 16:36:00,2016-08-18 09:31:00,2,0,A,A
2016-08-15 18:05:00,2016-08-18 09:39:00,2,0,A,A
2016-08-15 15:51:00,2016-08-18 09:35:00,3,1,H,H
2016-08-15 18:02:00,2016-08-18 09:27:00,2,0,A,A
2016-08-15 20:35:00,2016-08-19 07:41:00,2,1,A,A
2016-08-18 15:09:00,2016-09-01 09:49:00,2,0,A,A
2016-08-19 14:02:00,2016-08-23 08:46:00,2,0,A,A
2016-08-19 14:51:00,2016-08-26 09:58:00,2,0,D,D
2016-08-21 17:16:00,2016-09-04 09:12:00,2,0,D,D
2016-08-21 17:14:00,2016-09-04 09:39:00,2,0,A,A
2016-08-23 14:24:00,2016-08-27 08:53:00,2,0,E,E
2016-08-24 16:15:00,2016-08-27 09:02:00,2,0,D,F
2016-08-26 17:52:00,2016-09-05 09:34:00,2,0,E,E
2016-08-27 22:37:00,2016-09-10 09:44:00,2,0,E,E
2016-08-29 22:22:00,2016-09-05 07:34:00,2,0,E,E
2016-08-29 16:30:00,2016-09-09 09:31:00,2,0,A,A
2016-08-29 15:17:00,2016-09-10 09:59:00,2,0,A,A
2016-08-29 18:43:00,2016-09-10 08:35:00,2,0,E,E
2016-08-29 16:50:00,2016-09-10 07:01:00,2,0,E,E
2016-08-30 14:17:00,2016-09-09 09:48:00,2,0,E,I
2016-08-30 15:00:00,2016-09-09 07:34:00,2,0,A,A
2016-08-30 16:38:00,2016-09-09 08:40:00,1,0,A,A
2016-08-30 16:56:00,2016-09-09 09:46:00,2,0,A,A
2016-08-30 15:01:00,2016-09-13 09:17:00,2,0,A,A
2016-08-31 19:43:00,2016-09-14 09:24:00,2,0,A,A
2016-08-31 16:31:00,2016-09-14 09:00:00,2,0,D,D
2016-09-01 15:52:00,2016-09-06 10:24:00,2,0,A,I
2016-09-01 16:14:00,2016-09-12 08:10:00,2,0,A,A
2016-09-01 17:15:00,2016-09-15 09:14:00,2,0,E,E
2016-09-01 19:09:00,2016-09-15 09:35:00,2,0,A,A
2016-09-01 16:06:00,2016-09-15 08:51:00,2,0,D,D
2016-09-02 18:44:00,2016-09-09 09:33:00,2,0,E,E
2016-09-02 14:58:00,2016-09-09 09:19:00,2,0,A,I
2016-09-02 16:31:00,2016-09-09 09:05:00,2,0,A,A
2016-09-02 15:01:00,2016-09-09 08:32:00,2,0,A,A
2016-09-02 18:20:00,2016-09-09 09:31:00,2,0,E,E
2016-09-02 17:29:00,2016-09-09 09:31:00,2,0,A,A
2016-09-02 17:38:00,2016-09-09 08:12:00,2,0,A,A
2016-09-02 14:30:00,2016-09-09 09:23:00,2,0,A,I
2016-09-02 15:02:00,2016-09-09 08:32:00,2,0,A,A
2016-09-03 14:57:00,2016-09-10 10:11:00,2,0,A,B
2016-09-03 15:47:00,2016-09-12 08:29:00,2,0,A,A
2016-09-04 16:07:00,2016-09-10 08:48:00,2,1,A,A
2016-09-04 16:49:00,2016-09-14 08:58:00,1,0,A,A
2016-09-04 15:16:00,2016-09-14 08:38:00,2,0,D,D
2016-09-05 15:27:00,2016-09-08 09:28:00,4,0,H,H
2016-09-05 19:01:00,2016-09-13 07:29:00,2,0,A,A
2016-09-05 18:30:00,2016-09-15 07:19:00,2,0,D,D
2016-09-05 16:28:00,2016-09-19 08:11:00,2,0,E,E
2016-09-05 14:05:00,2016-09-19 09:40:00,2,0,A,A
2016-09-06 14:33:00,2016-09-14 08:16:00,2,0,E,E
2016-09-06 18:03:00,2016-09-16 08:57:00,2,0,D,D
2016-09-07 17:05:00,2016-09-14 11:27:00,2,0,A,A
2016-09-07 15:11:00,2016-09-21 08:55:00,2,0,E,E
2016-09-07 18:03:00,2016-09-21 09:20:00,2,0,D,D
2016-09-08 16:50:00,2016-09-15 06:50:00,2,0,G,G
2016-09-08 18:01:00,2016-09-22 10:29:00,2,0,A,A
2016-09-09 15:29:00,2016-09-16 09:21:00,2,0,A,A
2016-09-10 14:56:00,2016-09-17 08:04:00,2,0,A,A
2016-09-10 14:36:00,2016-09-17 08:10:00,2,0,A,A
2016-09-10 16:19:00,2016-09-20 09:37:00,2,0,D,D
2016-09-11 18:06:00,2016-09-12 10:00:00,2,0,E,E
2016-09-12 16:00:00,2016-09-22 09:43:00,2,0,D,D
2016-09-12 16:23:00,2016-09-22 06:22:00,2,0,A,A
2016-09-12 14:44:00,2016-09-19 09:29:00,2,0,E,E
2016-09-12 16:47:00,2016-09-26 09:34:00,2,0,A,A
2016-09-13 19:25:00,2016-09-20 09:41:00,2,0,A,A
2016-09-13 15:36:00,2016-09-23 08:22:00,2,0,D,D
2016-09-14 16:30:00,2016-09-18 08:31:00,2,0,A,D
2016-09-14 15:38:00,2016-09-18 09:31:00,2,0,A,C
2016-09-14 14:26:00,2016-09-18 07:39:00,2,0,A,A
2016-09-14 15:23:00,2016-09-18 08:23:00,2,0,A,C
2016-09-14 14:34:00,2016-09-18 09:31:00,2,0,A,D
2016-09-14 15:11:00,2016-09-18 09:22:00,2,0,A,C
2016-09-14 18:39:00,2016-09-19 08:28:00,2,0,E,I
2016-09-14 18:22:00,2016-09-19 07:02:00,2,0,A,A
2016-09-14 15:23:00,2016-09-19 09:46:00,1,0,A,A
2016-09-14 15:23:00,2016-09-20 09:45:00,1,0,A,A
2016-09-14 14:20:00,2016-09-20 07:25:00,2,0,A,A
2016-09-14 17:42:00,2016-09-20 08:28:00,2,0,A,A
2016-09-14 16:20:00,2016-09-21 08:50:00,2,0,A,A
2016-09-14 15:32:00,2016-09-18 09:16:00,2,0,A,D
2016-09-15 15:47:00,2016-09-18 09:09:00,2,0,A,A
2016-09-15 17:36:00,2016-09-18 08:33:00,2,0,A,E
2016-09-15 16:20:00,2016-09-18 07:50:00,1,0,A,A
2016-09-15 15:10:00,2016-09-18 08:28:00,2,0,A,E
2016-09-15 16:44:00,2016-09-18 07:59:00,2,0,A,A
2016-09-15 20:00:00,2016-09-18 07:35:00,2,0,A,E
2016-09-15 19:22:00,2016-09-18 09:27:00,2,0,A,D
2016-09-15 14:45:00,2016-09-18 09:27:00,2,0,A,E
2016-09-15 15:48:00,2016-09-18 09:08:00,2,0,A,A
2016-09-15 16:30:00,2016-09-18 07:50:00,2,0,A,E
2016-09-15 18:23:00,2016-09-18 09:26:00,2,0,A,E
2016-09-15 17:10:00,2016-09-18 09:54:00,2,0,A,A
2016-09-15 13:24:00,2016-09-18 07:49:00,1,0,A,A
2016-09-15 18:21:00,2016-09-18 09:58:00,2,0,A,E
2016-09-15 15:09:00,2016-09-18 08:53:00,2,0,A,A
2016-09-15 17:24:00,2016-09-19 06:41:00,1,0,A,A
2016-09-15 17:07:00,2016-09-19 08:41:00,3,0,A,C
2016-09-15 15:31:00,2016-09-19 08:27:00,2,0,A,A
2016-09-15 15:47:00,2016-09-19 08:54:00,2,0,A,A
2016-09-15 16:01:00,2016-09-19 09:30:00,1,0,A,A
2016-09-15 16:24:00,2016-09-19 07:56:00,1,0,A,A
2016-09-15 15:38:00,2016-09-19 10:00:00,2,0,A,A
2016-09-15 17:38:00,2016-09-19 09:38:00,2,0,A,A
2016-09-15 14:05:00,2016-09-19 04:45:00,2,0,A,A
2016-09-15 16:40:00,2016-09-20 09:09:00,1,0,A,A
2016-09-15 18:20:00,2016-09-20 09:44:00,2,0,A,A
2016-09-15 16:34:00,2016-09-20 09:00:00,2,0,A,A
2016-09-15 14:50:00,2016-09-20 07:52:00,2,0,A,A
2016-09-15 16:03:00,2016-09-20 08:21:00,1,0,A,A
2016-09-15 15:00:00,2016-09-20 08:27:00,1,0,A,A
2016-09-15 14:58:00,2016-09-29 09:13:00,2,0,E,E
2016-09-16 18:54:00,2016-09-23 08:43:00,2,0,D,D
2016-09-16 23:42:00,2016-09-23 07:19:00,2,0,A,A
2016-09-16 14:25:00,2016-09-23 09:25:00,2,0,D,E
2016-09-16 17:33:00,2016-09-23 09:50:00,2,0,D,D
2016-09-18 16:41:00,2016-10-02 09:56:00,2,0,D,D
2016-09-18 17:39:00,2016-10-02 08:05:00,2,0,D,D
2016-09-18 14:30:00,2016-10-02 08:41:00,2,0,D,D
2016-09-18 14:19:00,2016-10-02 08:48:00,2,0,D,D
2016-09-18 17:32:00,2016-10-01 08:59:00,2,0,E,E
2016-09-19 14:52:00,2016-09-26 08:28:00,1,0,A,C
2016-09-19 17:26:00,2016-09-26 09:20:00,1,0,A,C
2016-09-19 16:14:00,2016-09-26 07:57:00,2,0,A,A
2016-09-20 16:58:00,2016-09-27 08:40:00,2,0,A,A
2016-09-20 15:06:00,2016-09-27 09:55:00,2,0,D,D
2016-09-20 16:25:00,2016-09-27 08:07:00,2,0,A,A
2016-09-20 16:32:00,2016-09-27 08:40:00,2,0,A,A
2016-09-21 18:31:00,2016-09-25 09:58:00,2,0,A,A
2016-09-21 16:46:00,2016-09-25 07:13:00,2,0,A,A
2016-09-21 15:50:00,2016-09-25 09:17:00,2,0,A,A
2016-09-21 14:10:00,2016-09-25 11:14:00,2,0,A,A
2016-09-21 16:34:00,2016-09-25 09:30:00,2,0,A,A
2016-09-21 17:00:00,2016-09-25 07:54:00,1,0,A,D
2016-09-21 16:09:00,2016-09-25 08:55:00,1,0,A,A
2016-09-21 15:51:00,2016-09-25 09:59:00,1,0,A,A
2016-09-21 14:45:00,2016-09-25 08:09:00,2,0,A,A
2016-09-21 14:23:00,2016-09-25 08:13:00,2,0,A,A
2016-09-21 20:38:00,2016-09-25 08:41:00,2,0,A,C
2016-09-21 17:36:00,2016-09-25 07:00:00,2,0,A,A
2016-09-21 16:45:00,2016-09-25 08:48:00,2,0,A,A
2016-09-21 15:52:00,2016-09-25 09:11:00,2,0,A,A
2016-09-21 16:28:00,2016-10-05 08:56:00,2,0,D,D
2016-09-21 16:53:00,2016-09-25 09:59:00,2,0,A,A
2016-09-21 14:42:00,2016-09-25 07:18:00,2,0,A,A
2016-09-21 17:24:00,2016-09-25 07:29:00,2,0,A,A
2016-09-21 14:22:00,2016-09-25 09:53:00,1,0,A,A
2016-09-21 16:16:00,2016-09-25 08:17:00,2,0,A,A
2016-09-21 15:04:00,2016-09-25 08:27:00,2,0,A,C
2016-09-21 14:52:00,2016-09-25 08:27:00,2,0,A,C
2016-09-21 14:06:00,2016-09-25 09:40:00,2,0,A,A
2016-09-21 14:59:00,2016-09-25 10:00:00,2,0,A,A
2016-09-21 17:26:00,2016-09-25 08:21:00,2,0,A,A
2016-09-21 19:12:00,2016-09-25 07:38:00,2,0,A,A
2016-09-21 17:00:00,2016-09-25 08:37:00,2,0,A,C
2016-09-21 16:38:00,2016-09-25 09:00:00,2,0,A,C
2016-09-21 15:50:00,2016-09-25 09:35:00,2,0,A,A
2016-09-21 15:19:00,2016-09-25 09:18:00,1,0,A,A
2016-09-23 18:37:00,2016-09-30 08:58:00,2,0,A,A
2016-09-25 14:38:00,2016-10-09 09:19:00,1,0,A,A
2016-09-25 17:48:00,2016-10-09 08:19:00,1,0,A,A
2016-09-26 14:13:00,2016-10-03 09:03:00,2,0,A,A
2016-09-26 15:45:00,2016-10-03 08:29:00,2,0,E,E
2016-09-26 17:50:00,2016-10-03 06:54:00,2,0,E,E
2016-09-26 14:51:00,2016-10-03 09:12:00,2,0,E,E
2016-09-26 14:56:00,2016-10-06 09:58:00,2,0,A,A
2016-09-26 14:37:00,2016-10-03 09:57:00,2,0,E,E
2016-09-26 14:34:00,2016-10-03 08:58:00,2,0,A,D
2016-09-26 16:24:00,2016-10-03 09:26:00,2,0,E,E
2016-09-26 14:29:00,2016-10-03 09:01:00,2,0,E,E
2016-09-26 15:22:00,2016-10-03 10:21:00,3,0,A,C
2016-09-26 17:52:00,2016-10-03 07:38:00,2,0,A,A
2016-09-26 17:20:00,2016-10-06 08:48:00,2,0,A,C
2016-09-26 16:41:00,2016-10-06 09:07:00,2,0,A,I
2016-09-27 20:14:00,2016-10-11 08:05:00,2,0,E,E
2016-09-27 16:02:00,2016-10-11 09:10:00,2,0,E,E
2016-09-29 14:06:00,2016-10-05 09:37:00,1,0,A,A
2016-10-03 14:06:00,2016-10-13 09:20:00,2,0,A,A
2016-10-06 15:17:00,2016-10-08 08:22:00,1,0,A,D
2016-10-06 14:15:00,2016-10-08 08:37:00,2,0,A,E
2016-10-06 14:54:00,2016-10-09 10:16:00,1,0,A,E
2016-10-06 14:48:00,2016-10-09 07:18:00,2,0,A,E
2016-10-06 20:09:00,2016-10-09 08:47:00,1,0,A,A
2016-10-06 14:23:00,2016-10-09 07:50:00,1,0,A,A
2016-10-06 14:11:00,2016-10-09 07:52:00,1,0,A,E
2016-10-06 21:22:00,2016-10-09 07:49:00,3,0,A,C
2016-10-06 16:56:00,2016-10-09 07:54:00,1,0,A,A
2016-10-06 15:15:00,2016-10-09 08:05:00,2,0,A,E
2016-10-06 15:49:00,2016-10-09 07:30:00,2,0,A,E
2016-10-06 16:43:00,2016-10-09 07:28:00,1,0,A,A
2016-10-06 16:35:00,2016-10-09 08:43:00,1,0,A,A
2016-10-06 14:39:00,2016-10-09 09:22:00,1,0,A,A
2016-10-06 15:33:00,2016-10-09 09:52:00,1,0,A,A
2016-10-06 16:05:00,2016-10-09 09:44:00,2,0,A,E
2016-10-06 14:05:00,2016-10-09 10:00:00,1,0,A,A
2016-10-06 15:16:00,2016-10-09 10:28:00,1,0,A,A
2016-10-06 16:21:00,2016-10-09 09:45:00,1,0,A,A
2016-10-06 14:28:00,2016-10-09 09:59:00,2,0,A,C
2016-10-06 15:53:00,2016-10-09 09:09:00,2,0,A,D
2016-10-06 16:40:00,2016-10-09 08:25:00,2,0,A,E
2016-10-06 18:04:00,2016-10-09 08:30:00,1,0,A,A
2016-10-06 15:15:00,2016-10-09 08:25:00,2,0,A,E
2016-10-06 15:03:00,2016-10-09 09:41:00,2,0,A,E
2016-10-06 18:12:00,2016-10-09 09:55:00,1,0,A,A
2016-10-07 15:55:00,2016-10-09 09:24:00,2,0,A,C
2016-10-07 18:24:00,2016-10-16 08:17:00,2,0,A,D
2016-10-08 17:04:00,2016-10-17 09:16:00,2,0,A,D
2016-10-08 17:03:00,2016-10-18 08:24:00,2,0,A,F
2016-10-08 15:08:00,2016-10-18 08:54:00,2,0,E,E
2016-10-09 17:47:00,2016-10-10 09:08:00,2,0,F,F
2016-10-09 18:33:00,2016-10-16 09:40:00,2,0,D,D
2016-10-09 19:01:00,2016-10-16 09:43:00,2,0,D,D
2016-10-09 15:25:00,2016-10-16 08:10:00,1,0,A,A
2016-10-09 15:32:00,2016-10-16 08:40:00,2,0,D,E
2016-10-09 14:46:00,2016-10-16 09:00:00,2,0,D,D
2016-10-09 14:03:00,2016-10-16 09:34:00,1,0,A,A
2016-10-09 15:02:00,2016-10-16 07:25:00,1,0,A,A
2016-10-09 16:03:00,2016-10-16 09:23:00,2,0,D,E
2016-10-09 16:17:00,2016-10-16 09:50:00,2,0,D,D
2016-10-09 18:23:00,2016-10-16 09:03:00,2,0,D,D
2016-10-09 14:05:00,2016-10-16 09:43:00,2,0,D,E
2016-10-09 15:21:00,2016-10-16 09:06:00,2,0,D,D
2016-10-09 15:47:00,2016-10-16 07:48:00,2,0,D,D
2016-10-09 17:15:00,2016-10-16 09:26:00,2,0,D,E
2016-10-09 14:40:00,2016-10-16 07:17:00,2,0,D,E
2016-10-10 15:15:00,2016-10-17 08:34:00,2,0,A,A
2016-10-11 14:55:00,2016-10-17 08:49:00,2,0,A,F
2016-10-11 20:02:00,2016-10-18 09:35:00,2,0,E,E
2016-10-11 16:12:00,2016-10-18 09:14:00,1,0,A,A
2016-10-11 17:15:00,2016-10-18 07:23:00,2,0,A,D
2016-10-11 15:07:00,2016-10-18 08:20:00,1,0,A,A
2016-10-11 17:09:00,2016-10-18 09:20:00,2,0,E,E
2016-10-12 15:20:00,2016-10-15 09:56:00,1,0,A,H
2016-10-12 17:37:00,2016-10-16 08:43:00,2,0,A,D
2016-10-12 19:21:00,2016-10-16 08:28:00,2,0,A,D
2016-10-12 16:12:00,2016-10-16 07:51:00,2,0,A,A
2016-10-12 15:24:00,2016-10-16 09:21:00,2,0,A,A
2016-10-12 15:25:00,2016-10-16 08:51:00,2,0,A,A
2016-10-12 14:10:00,2016-10-16 07:10:00,1,0,A,A
2016-10-12 14:10:00,2016-10-16 05:54:00,1,0,A,A
2016-10-12 14:54:00,2016-10-16 08:06:00,1,0,A,A
2016-10-12 18:54:00,2016-10-16 09:20:00,1,0,A,A
2016-10-12 15:32:00,2016-10-16 10:09:00,1,0,A,D
2016-10-12 14:58:00,2016-10-16 09:35:00,2,0,A,D
2016-10-12 17:19:00,2016-10-16 09:03:00,2,0,A,H
2016-10-12 16:08:00,2016-10-16 07:25:00,1,0,A,A
2016-10-12 14:07:00,2016-10-16 08:43:00,2,0,A,D
2016-10-12 15:56:00,2016-10-16 07:19:00,2,0,A,D
2016-10-12 16:22:00,2016-10-16 09:37:00,1,0,A,A
2016-10-12 19:52:00,2016-10-16 08:44:00,2,0,A,D
2016-10-12 20:19:00,2016-10-16 08:02:00,1,0,A,A
2016-10-12 15:21:00,2016-10-16 06:34:00,1,0,A,A
2016-10-12 14:58:00,2016-10-16 07:25:00,2,0,A,A
2016-10-12 16:08:00,2016-10-16 08:36:00,2,0,A,A
2016-10-12 16:17:00,2016-10-17 08:52:00,2,0,A,G
2016-10-12 14:15:00,2016-10-17 06:43:00,2,0,A,A
2016-10-12 15:13:00,2016-10-17 08:44:00,2,0,A,C
2016-10-12 16:04:00,2016-10-17 09:15:00,2,0,A,A
2016-10-12 15:49:00,2016-10-17 09:54:00,2,0,A,A
2016-10-12 15:35:00,2016-10-17 08:23:00,2,0,A,A
2016-10-12 14:49:00,2016-10-17 08:48:00,2,0,A,A
2016-10-12 17:29:00,2016-10-17 06:54:00,3,0,A,C
2016-10-12 16:00:00,2016-10-17 05:40:00,1,0,A,A
2016-10-12 15:18:00,2016-10-17 08:22:00,2,0,A,A
2016-10-12 15:53:00,2016-10-17 09:15:00,2,0,A,A
2016-10-12 15:50:00,2016-10-17 07:57:00,2,0,A,E
2016-10-12 16:34:00,2016-10-17 09:38:00,2,0,A,A
2016-10-12 16:17:00,2016-10-17 09:06:00,2,0,A,A
2016-10-12 19:40:00,2016-10-17 08:16:00,1,0,A,A
2016-10-12 16:57:00,2016-10-17 08:45:00,2,0,A,A
2016-10-12 17:44:00,2016-10-17 09:17:00,2,0,A,E
2016-10-12 15:17:00,2016-10-17 07:23:00,2,0,A,D
2016-10-12 15:26:00,2016-10-17 09:16:00,2,0,A,A
2016-10-12 23:33:00,2016-10-17 08:10:00,2,0,A,A
2016-10-12 14:29:00,2016-10-17 08:24:00,2,0,A,A
2016-10-12 17:43:00,2016-10-18 06:09:00,2,0,A,A
2016-10-12 14:09:00,2016-10-19 07:51:00,2,0,A,A
2016-10-12 15:12:00,2016-10-18 09:43:00,2,0,A,A
2016-10-13 15:36:00,2016-10-17 09:08:00,2,0,A,B
2016-10-13 15:22:00,2016-10-17 09:39:00,2,0,A,H
2016-10-13 16:35:00,2016-10-18 04:38:00,2,0,A,A
2016-10-13 20:14:00,2016-10-18 09:21:00,2,0,A,D
2016-10-14 14:35:00,2016-10-21 09:50:00,1,0,E,E
2016-10-14 15:00:00,2016-10-21 08:25:00,1,0,E,E
2016-10-14 15:28:00,2016-10-21 07:39:00,2,0,E,E
2016-10-14 15:33:00,2016-10-21 10:23:00,2,0,E,F
2016-10-14 15:48:00,2016-10-21 06:13:00,2,0,E,G
2016-10-14 20:11:00,2016-10-21 08:44:00,2,0,E,F
2016-10-14 14:40:00,2016-10-21 09:16:00,2,0,E,E
2016-10-14 15:36:00,2016-10-21 08:03:00,1,0,E,E
2016-10-14 14:10:00,2016-10-21 09:51:00,1,0,A,E
2016-10-14 14:26:00,2016-10-21 08:29:00,2,0,D,D
2016-10-14 14:27:00,2016-10-21 08:40:00,2,0,E,F
2016-10-14 16:37:00,2016-10-21 06:31:00,1,0,E,E
2016-10-14 15:02:00,2016-10-21 08:14:00,1,0,A,C
2016-10-14 18:42:00,2016-10-21 08:19:00,2,0,E,E
2016-10-16 18:22:00,2016-10-24 09:21:00,2,0,A,A
2016-10-19 16:52:00,2016-10-24 09:13:00,2,0,A,A
2016-10-19 14:23:00,2016-10-24 08:32:00,2,0,A,A
2016-10-19 14:25:00,2016-10-24 08:21:00,2,0,A,A
2016-10-19 16:11:00,2016-10-24 08:36:00,3,0,A,C
2016-10-19 15:29:00,2016-10-24 08:48:00,2,0,A,A
2016-10-19 15:53:00,2016-10-26 09:23:00,2,0,A,C
2016-10-20 15:13:00,2016-10-24 09:51:00,2,0,A,A
2016-10-20 14:15:00,2016-10-24 09:09:00,2,0,A,A
2016-10-20 19:12:00,2016-10-24 11:00:00,2,0,A,A
2016-10-21 16:17:00,2016-10-23 07:05:00,2,0,F,F
2016-10-25 15:48:00,2016-10-26 08:16:00,1,0,A,A
2016-10-26 16:09:00,2016-10-27 07:23:00,1,0,A,A
2016-10-28 15:16:00,2016-10-30 09:20:00,3,0,A,A
2016-10-28 14:43:00,2016-10-30 09:26:00,2,0,A,A
2016-10-29 17:35:00,2016-10-30 09:23:00,1,0,A,A
2016-10-29 15:03:00,2016-10-30 09:52:00,2,0,A,A
2016-10-29 15:44:00,2016-10-30 08:21:00,2,0,A,A
2016-11-18 14:17:00,2016-11-25 08:07:00,2,0,A,D
2016-12-06 15:08:00,2016-12-07 07:16:00,2,0,A,D
2016-01-13 20:14:00,2016-01-15 10:12:00,1,0,A,D
2016-01-18 17:10:00,2016-01-22 09:58:00,1,0,A,A
2016-01-13 15:04:00,2016-01-15 07:37:00,1,0,A,D
2016-01-26 18:24:00,2016-01-28 08:44:00,1,0,A,D
2016-09-13 14:04:00,2016-09-15 11:08:00,1,0,A,A
2016-01-26 14:10:00,2016-01-28 08:58:00,1,0,A,D
2016-02-02 15:29:00,2016-02-04 09:09:00,1,0,A,D
2016-11-14 17:59:00,2016-11-15 08:36:00,1,0,A,A
2016-04-06 14:02:00,2016-04-08 09:36:00,1,0,A,D
2016-02-01 15:32:00,2016-02-05 06:40:00,1,0,A,D
2016-03-08 20:30:00,2016-03-10 07:34:00,1,0,A,D
2016-09-13 14:50:00,2016-09-15 08:43:00,1,0,A,E
2016-01-20 15:02:00,2016-01-21 09:15:00,1,0,A,D
2016-03-21 14:11:00,2016-03-22 06:41:00,1,0,A,A
2016-06-21 15:41:00,2016-06-22 09:45:00,1,0,A,A
2016-09-27 18:17:00,2016-09-29 08:55:00,2,0,A,A
2016-03-08 16:14:00,2016-03-10 08:56:00,1,0,A,D
2016-10-24 14:19:00,2016-10-27 09:10:00,1,0,A,A
2016-06-08 19:22:00,2016-06-09 09:12:00,1,0,A,A
2016-12-06 14:30:00,2016-12-07 08:07:00,1,0,A,D
2016-09-16 16:13:00,2016-09-17 09:47:00,1,0,A,G
2016-01-13 15:09:00,2016-01-15 09:58:00,1,0,A,D
2016-04-26 18:07:00,2016-04-28 07:09:00,1,0,A,D
2016-07-15 14:54:00,2016-07-25 08:36:00,2,1,E,E
2016-03-07 18:54:00,2016-03-11 07:27:00,1,0,A,A
2016-05-02 16:47:00,2016-05-06 09:48:00,1,0,A,C
2016-09-22 14:16:00,2016-09-23 08:06:00,1,0,A,A
2016-09-04 18:40:00,2016-09-09 09:43:00,2,0,E,E
2016-03-16 15:08:00,2016-03-18 09:15:00,1,0,A,E
2015-12-29 16:17:00,2016-01-01 09:46:00,2,0,E,E
2015-12-29 15:57:00,2016-01-01 09:49:00,2,0,E,E
2016-03-25 16:42:00,2016-03-28 09:17:00,2,0,E,E
2016-12-31 15:46:00,2017-01-02 07:35:00,2,0,E,E
2016-04-07 15:29:00,2016-04-08 08:35:00,1,0,A,D
2016-01-18 16:43:00,2016-01-22 09:49:00,1,0,A,A
2016-04-05 14:41:00,2016-04-07 09:04:00,1,0,A,D
2016-08-02 14:24:00,2016-08-15 09:14:00,2,0,E,F
2016-02-23 17:01:00,2016-02-25 09:21:00,1,0,A,D
2016-04-12 14:28:00,2016-04-14 07:11:00,1,0,A,C
2016-01-20 15:39:00,2016-01-21 09:02:00,1,0,A,D
2016-01-26 14:04:00,2016-01-28 09:25:00,1,0,A,D
2016-04-06 15:23:00,2016-04-08 09:40:00,1,0,A,D
2016-10-03 16:08:00,2016-10-05 08:10:00,2,0,A,D
2016-11-07 17:45:00,2016-11-09 08:05:00,1,0,E,E
2016-02-04 18:44:00,2016-02-05 09:49:00,1,0,A,D
2016-05-19 14:59:00,2016-05-20 09:33:00,1,0,A,A
2016-09-12 14:00:00,2016-09-13 10:02:00,1,0,A,E
2016-11-10 15:01:00,2016-11-11 09:22:00,1,0,A,G
2016-01-18 15:21:00,2016-01-19 08:23:00,2,0,A,D
2016-01-29 15:49:00,2016-01-31 08:07:00,1,0,G,G
2016-06-17 19:20:00,2016-06-20 08:45:00,1,0,A,A
2016-11-18 17:24:00,2016-11-20 07:13:00,2,0,D,G
2016-04-06 16:13:00,2016-04-07 07:20:00,2,0,A,D
2016-07-12 16:39:00,2016-07-13 08:35:00,2,0,A,C
2016-09-20 15:46:00,2016-09-21 09:48:00,1,0,A,A
2016-01-26 16:50:00,2016-01-27 09:33:00,1,0,A,E
2016-03-08 19:12:00,2016-03-09 07:58:00,1,0,A,E
2016-04-05 16:49:00,2016-04-07 08:55:00,1,0,A,E
2016-06-01 15:39:00,2016-06-02 08:40:00,2,0,A,C
2016-09-27 14:25:00,2016-09-28 06:34:00,1,0,A,A
2016-11-09 16:45:00,2016-11-10 09:51:00,1,0,A,H
2016-12-14 16:53:00,2016-12-15 09:48:00,1,0,A,D
2016-02-17 14:22:00,2016-02-18 09:13:00,1,0,A,A
2016-09-09 15:20:00,2016-09-15 09:03:00,2,0,F,F
2016-07-09 14:54:00,2016-07-18 09:30:00,2,1,C,I
2016-03-10 17:19:00,2016-03-11 08:53:00,1,0,A,A
2016-02-16 18:37:00,2016-02-17 07:59:00,1,0,A,D
2016-04-26 18:46:00,2016-04-28 08:47:00,1,0,A,D
2016-07-19 16:34:00,2016-07-21 09:19:00,1,0,A,A
2016-11-08 16:31:00,2016-11-10 09:53:00,1,0,A,C
